0.96
1.06
2.03
0.77
0.2
1.04
0.86
1.05
1.22
0.92
1.11
0.8
0.67
0.68
0.64
0.13
1.36
1.18
0.76
0.22
1.11
0.71
0.79
1.02
0.72
